word1	word1-translated	word2	word2-translated	POS	SimLex999	conc(w1)	conc(w2)	concQ	Assoc(USF)	SimAssoc333	SD(SimLex)
join	شامل ہونا	add	شامل کریں	V	8.1	2.86	3	2	0.11	0	0.88
join	شامل ہونا	marry	شادی کرو	V	5.35	2.86	3.03	2	0.11	0	1.41
accept	قبول کرو	deliver	فراہم کرو	V	1.58	3.03	3.12	2	0.11	0	1.37
attach	منسلک کریں	join	شامل ہونا	V	7.75	3.33	2.86	2	0.11	0	0.94
put	ڈالیں	hang	پھانسی	V	3	2.5	3.7	2	0.11	0	1.49
go	جاؤ	sell	فروخت	V	0.97	3.15	3.35	2	0.11	0	0.9
communicate	بات چیت	pray	دعا کرو	V	3.55	3.43	3.21	2	0.11	0	1.38
give	دے دو	steal	چوری	V	0.5	2.83	3.84	2	0.11	0	0.62
add	شامل کریں	build	تعمیر کرو	V	4.92	3	3.71	2	0.11	0	1.1
bring	لانے	restore	بحال کریں	V	2.62	2.55	2.79	2	0.1	0	0.74
comprehend	سمجھو	satisfy	مطمئن	V	2.55	1.86	2.04	1	0	0	1
portray	بیان کیا	decide	فیصلہ کرنا	V	1.18	2.18	1.92	1	0	0	1.37
organize	منظم	become	بن	V	1.77	2.72	1.54	1	0	0	1.86
give	دے دو	know	پتہ	V	0.88	2.83	1.68	1	0	0	1.12
say	کہہ دو	verify	تصدیق کریں	V	4.9	2.58	2.1	1	0	0	0.65
cooperate	تعاون کریں	join	شامل ہونا	V	5.18	1.87	2.86	1	0	0	0.36
arrange	بندوبست کریں	require	ضرورت ہے	V	0.98	2.79	2.07	1	0	0	1.72
borrow	قرض لے	want	چاہتے ہیں	V	1.77	3.1	1.93	1	0	0	1.22
investigate	تحقیقات	pursue	پیچھا کرنا	V	7.15	2.27	2.83	1	0	0	0.56
ignore	نظر انداز	explore	تلاش کریں	V	0.4	2.22	2.9	1	0	0	1.19
bring	لانے	complain	شکایت	V	0.98	2.55	2.6	1	0	0	1.57
enter	درج کریں	owe	الوداع	V	0.68	3.12	2.07	1	0	0	1.67
portray	بیان کیا	notify	مطلع	V	0.78	2.18	3.04	2	0	0	1.17
remind	یاد رکھیں	sell	فروخت	V	0.4	2.19	3.35	2	0	0	1.61
absorb	جذب	possess	مالک	V	5	3.11	2.6	2	0	0	1.15
join	شامل ہونا	acquire	حاصل	V	2.85	2.86	2.93	2	0	0	0.99
send	بھیجیں	attend	حاضری	V	1.67	2.7	3.17	2	0	0	1.44
gather	جمع	attend	حاضری	V	4.8	2.75	3.17	2	0	0	1.97
absorb	جذب	withdraw	واپس لے لو	V	2.97	3.11	3.04	2	0	0	1.75
attend	حاضری	arrive	آو	V	6.08	3.17	3.22	2	0	0	1.18
